,account length,international plan,voice mail plan,number vmail messages,total intl minutes,total intl calls,total intl charge,customer service calls,churn,avg_minutes,avg_calls,avg_call_duration,avg_charge,%_srv_intency,%_intl_srv_intensity
2637,109,no,no,0,5.9,9,1.59,3,False,216.97,90.33,2.4,20.05,3.32,33.33
2638,105,no,no,0,11.4,9,3.08,2,False,209.5,105.0,2.0,18.14,1.9,22.22
2639,63,no,yes,33,12.2,4,3.29,1,False,253.6,85.0,2.98,23.25,1.18,25.0
2640,105,no,yes,24,10.8,3,2.92,3,False,255.93,108.67,2.36,25.54,2.76,100.0
2641,68,yes,yes,39,11.3,5,3.05,1,False,228.53,100.33,2.28,19.42,1.0,20.0
2642,63,yes,yes,21,10.0,4,2.7,1,False,169.9,100.67,1.69,15.93,0.99,25.0
2643,74,no,no,0,10.6,7,2.86,3,False,139.37,106.67,1.31,13.25,2.81,42.86
2644,76,no,no,0,12.4,2,3.35,0,False,196.77,88.0,2.24,19.29,0.0,0.0
2645,91,yes,no,0,12.1,2,3.27,2,True,195.33,104.67,1.87,21.48,1.91,100.0
2646,101,no,no,0,11.5,6,3.11,5,False,190.8,119.67,1.59,20.77,4.18,83.33
2647,116,no,no,0,13.4,4,3.62,0,True,259.07,103.0,2.52,27.07,0.0,0.0
2648,131,no,yes,23,12.7,1,3.43,1,False,234.0,112.67,2.08,20.8,0.89,100.0
2649,84,no,no,0,9.8,3,2.65,1,False,210.47,108.33,1.94,21.11,0.92,33.33
2650,104,no,no,0,4.9,4,1.32,2,False,172.8,85.33,2.03,16.43,2.34,50.0
2651,108,no,no,0,9.2,5,2.48,3,False,234.33,91.67,2.56,22.51,3.27,60.0
2652,111,no,no,0,9.7,9,2.62,0,False,202.03,110.33,1.83,18.78,0.0,0.0
2653,155,no,yes,30,12.4,5,3.35,1,False,180.87,103.0,1.76,14.11,0.97,20.0
2654,66,no,no,0,6.8,3,1.84,1,False,222.03,93.33,2.38,21.27,1.07,33.33
2655,64,no,no,0,10.0,5,2.7,1,False,182.53,85.67,2.13,19.57,1.17,20.0
2656,69,no,no,0,8.9,1,2.4,2,False,218.47,106.67,2.05,22.74,1.87,200.0
2657,116,no,no,0,8.9,5,2.4,3,False,214.9,83.0,2.59,23.12,3.61,60.0
2658,101,no,no,0,13.5,7,3.65,0,False,183.67,102.67,1.79,21.45,0.0,0.0
2659,15,no,no,0,16.1,5,4.35,2,False,190.73,83.0,2.3,16.51,2.41,40.0
2660,88,no,no,0,13.4,2,3.62,4,True,230.7,108.67,2.12,26.38,3.68,200.0
2661,197,no,no,0,9.5,3,2.57,0,False,211.9,105.33,2.01,22.2,0.0,0.0
2662,50,yes,no,0,13.7,6,3.7,2,True,189.83,90.67,2.09,16.81,2.21,33.33
2663,172,no,no,0,12.7,7,3.43,2,False,249.3,96.33,2.59,20.73,2.08,28.57
2664,188,yes,yes,26,14.4,3,3.89,1,True,187.97,100.0,1.88,18.96,1.0,33.33
2665,85,yes,no,0,10.1,3,2.73,3,False,183.37,107.33,1.71,16.15,2.8,100.0
2666,103,yes,no,0,12.1,2,3.27,1,True,235.23,116.67,2.02,23.13,0.86,50.0
2667,136,no,yes,27,10.0,4,2.7,3,False,184.8,113.67,1.63,19.09,2.64,75.0
2668,155,no,yes,21,8.6,4,2.32,0,False,166.0,95.33,1.74,18.48,0.0,0.0
2669,145,no,no,0,1.1,2,0.3,2,False,173.17,101.33,1.71,15.66,1.97,100.0
2670,116,no,yes,12,9.0,6,2.43,2,False,183.67,102.0,1.8,19.49,1.96,33.33
2671,152,no,no,0,9.5,5,2.57,2,False,184.77,92.33,2.0,16.66,2.17,40.0
2672,65,yes,no,0,9.2,10,2.48,0,True,230.2,102.0,2.26,24.01,0.0,0.0
2673,180,no,no,0,6.7,5,1.81,3,True,230.33,93.0,2.48,23.07,3.23,60.0
2674,67,no,no,0,12.8,6,3.46,0,False,171.63,127.33,1.35,15.17,0.0,0.0
2675,60,no,no,0,5.7,9,1.54,0,False,207.63,112.0,1.85,19.65,0.0,0.0
2676,138,no,no,0,12.1,8,3.27,0,False,224.0,84.33,2.66,22.08,0.0,0.0
2677,44,no,no,0,7.3,3,1.97,4,True,219.37,99.67,2.2,24.74,4.01,133.33
2678,25,no,no,0,14.4,6,3.89,2,False,223.77,89.33,2.5,22.97,2.24,33.33
2679,145,no,no,0,3.3,3,0.89,1,False,206.17,98.0,2.1,20.69,1.02,33.33
2680,122,no,yes,28,7.7,3,2.08,2,False,190.0,78.0,2.44,18.58,2.56,66.67
2681,121,no,no,0,13.3,9,3.59,0,True,184.73,96.33,1.92,17.02,0.0,0.0
2682,55,yes,no,0,12.9,3,3.48,0,False,108.67,89.67,1.21,10.96,0.0,0.0
2683,77,no,no,0,13.2,4,3.56,1,False,199.33,93.67,2.13,20.43,1.07,25.0
2684,12,no,no,0,9.8,7,2.65,2,False,199.73,94.33,2.12,20.34,2.12,28.57
2685,64,no,no,0,14.1,3,3.81,3,False,167.37,95.0,1.76,18.65,3.16,100.0
2686,92,no,yes,44,10.0,1,2.7,2,False,196.43,96.33,2.04,18.84,2.08,200.0
2687,125,yes,yes,29,17.0,6,4.59,1,True,232.07,103.33,2.25,23.49,0.97,16.67
2688,160,no,no,0,10.0,2,2.7,1,False,214.6,122.33,1.75,20.82,0.82,50.0
2689,79,no,no,0,15.2,8,4.1,0,False,189.63,103.0,1.84,18.18,0.0,0.0
2690,36,no,no,0,7.0,7,1.89,3,False,230.53,103.67,2.22,22.8,2.89,42.86
2691,102,no,no,0,9.7,4,2.62,2,False,203.8,115.33,1.77,19.27,1.73,50.0
2692,138,yes,no,0,11.6,4,3.13,1,False,212.1,97.33,2.18,23.05,1.03,25.0
2693,164,no,no,0,7.3,3,1.97,3,False,191.5,96.33,1.99,19.95,3.11,100.0
2694,125,no,no,0,10.1,3,2.73,0,True,232.4,80.33,2.89,24.08,0.0,0.0
2695,72,no,no,0,9.8,7,2.65,2,False,165.97,101.33,1.64,16.96,1.97,28.57
2696,74,no,no,0,12.3,5,3.32,3,True,265.17,102.0,2.6,27.99,2.94,60.0
2697,134,no,yes,41,11.9,5,3.21,0,False,215.6,90.33,2.39,20.78,0.0,0.0
2698,145,no,no,0,12.4,4,3.35,1,False,225.57,92.33,2.44,21.14,1.08,25.0
2699,136,no,no,0,11.6,5,3.13,0,False,150.63,103.0,1.46,14.11,0.0,0.0
2700,209,no,no,0,8.5,5,2.3,3,True,234.57,101.0,2.32,24.26,2.97,60.0
2701,66,yes,no,0,8.3,3,2.24,3,False,215.57,93.0,2.32,20.71,3.23,100.0
2702,152,no,yes,20,7.9,5,2.13,1,False,160.63,111.67,1.44,17.46,0.9,20.0
2703,162,no,no,0,12.1,13,3.27,1,False,132.03,118.0,1.12,9.91,0.85,7.69
2704,72,no,no,0,11.2,3,3.02,2,False,167.9,108.67,1.55,15.24,1.84,66.67
2705,101,no,no,0,9.7,7,2.62,4,False,215.13,96.0,2.24,23.4,4.17,57.14
2706,125,no,no,0,13.2,3,3.56,0,False,180.0,105.0,1.71,19.33,0.0,0.0
2707,46,no,no,0,9.0,2,2.43,2,False,119.3,92.33,1.29,9.35,2.17,100.0
2708,132,no,no,0,8.9,3,2.4,1,True,239.03,107.67,2.22,26.01,0.93,33.33
2709,193,no,yes,31,11.7,3,3.16,0,False,117.13,90.33,1.3,9.9,0.0,0.0
2710,63,no,no,0,14.7,4,3.97,0,True,236.3,99.33,2.38,24.81,0.0,0.0
2711,124,no,no,0,10.0,3,2.7,1,False,211.7,119.33,1.77,20.98,0.84,33.33
2712,144,no,no,0,11.6,2,3.13,0,False,205.8,98.67,2.09,18.22,0.0,0.0
2713,116,no,yes,24,6.0,3,1.62,2,False,184.77,105.67,1.75,18.68,1.89,66.67
2714,189,no,yes,30,15.4,6,4.16,1,False,173.6,91.33,1.9,16.88,1.09,16.67
2715,97,no,yes,28,6.1,8,1.65,1,False,260.43,89.67,2.9,25.99,1.12,12.5
2716,137,no,yes,50,12.1,4,3.27,2,False,193.37,100.0,1.93,18.85,2.0,50.0
2717,142,no,yes,38,4.3,6,1.16,0,False,182.8,115.0,1.59,16.84,0.0,0.0
2718,84,no,no,0,13.8,2,3.73,1,False,200.0,111.33,1.8,19.92,0.9,50.0
2719,119,no,yes,19,10.0,6,2.7,1,False,205.73,111.0,1.85,19.52,0.9,16.67
2720,158,no,no,0,10.3,3,2.78,1,False,195.73,93.33,2.1,18.16,1.07,33.33
2721,50,no,no,0,9.6,6,2.59,1,False,196.5,110.67,1.78,22.85,0.9,16.67
2722,98,no,no,0,10.1,5,2.73,2,False,150.4,94.33,1.59,14.53,2.12,40.0
2723,101,no,yes,24,13.0,9,3.51,2,False,150.63,90.33,1.67,13.69,2.21,22.22
2724,182,no,no,0,9.5,11,2.57,2,True,225.7,112.0,2.02,24.19,1.79,18.18
2725,51,no,no,0,12.0,3,3.24,0,False,168.6,89.0,1.89,16.5,0.0,0.0
2726,117,no,no,0,9.9,1,2.67,2,False,167.03,115.0,1.45,18.29,1.74,200.0
2727,92,yes,no,0,11.7,3,3.16,0,False,193.23,112.33,1.72,21.26,0.0,0.0
2728,86,no,no,0,6.2,3,1.67,2,False,199.9,105.67,1.89,18.97,1.89,66.67
2729,122,no,no,0,8.7,4,2.35,2,False,185.03,106.0,1.75,16.28,1.89,50.0
2730,156,no,yes,27,14.8,8,4.0,1,False,212.13,121.33,1.75,20.22,0.82,12.5
2731,127,no,no,0,13.9,6,3.75,0,True,235.17,103.67,2.27,23.69,0.0,0.0
2732,130,yes,no,0,16.9,2,4.56,5,True,235.53,105.0,2.24,24.45,4.76,250.0
2733,158,no,no,0,0.0,0,0.0,2,False,221.43,95.67,2.31,20.57,2.09,inf
2734,145,yes,yes,30,11.1,3,3.0,1,False,187.4,102.67,1.83,17.78,0.97,33.33
2735,90,yes,yes,26,13.3,3,3.59,0,True,190.37,94.67,2.01,18.13,0.0,0.0
2736,127,no,yes,27,9.2,5,2.48,3,False,166.43,123.67,1.35,10.98,2.43,60.0
2737,109,no,no,0,9.9,2,2.67,1,False,212.93,121.33,1.75,20.07,0.82,50.0
2738,88,no,no,0,7.5,3,2.03,1,False,158.8,92.33,1.72,16.75,1.08,33.33
2739,101,no,yes,9,10.8,9,2.92,0,False,169.73,100.67,1.69,17.11,0.0,0.0
2740,171,no,no,0,10.3,1,2.78,0,False,206.87,97.0,2.13,19.53,0.0,0.0
2741,21,no,no,0,12.4,2,3.35,1,False,218.13,122.33,1.78,22.0,0.82,50.0
2742,145,no,yes,31,10.7,1,2.89,2,False,225.27,108.67,2.07,22.14,1.84,200.0
2743,90,no,no,0,8.0,7,2.16,2,False,236.13,101.33,2.33,22.45,1.97,28.57
2744,33,no,no,0,7.1,7,1.92,1,False,152.43,106.33,1.43,16.11,0.94,14.29
2745,61,no,yes,40,10.2,2,2.75,2,True,153.23,97.67,1.57,13.68,2.05,100.0
2746,107,no,no,0,13.4,1,3.62,3,False,173.97,106.67,1.63,18.52,2.81,300.0
2747,147,no,no,0,6.2,1,1.67,0,True,263.13,85.67,3.07,26.35,0.0,0.0
2748,117,no,no,0,7.7,10,2.08,2,False,172.57,80.67,2.14,16.8,2.48,20.0
2749,95,no,no,0,14.2,6,3.83,1,False,201.23,110.33,1.82,21.33,0.91,16.67
2750,186,no,no,0,8.7,6,2.35,1,False,157.3,100.0,1.57,15.32,1.0,16.67
2751,128,no,no,0,7.9,4,2.13,0,False,213.6,91.33,2.34,20.69,0.0,0.0
2752,55,no,yes,39,8.1,1,2.19,3,False,188.03,107.33,1.75,16.64,2.8,300.0
2753,134,no,no,0,12.9,2,3.48,2,False,121.9,88.67,1.37,8.1,2.26,100.0
2754,96,no,yes,23,11.3,7,3.05,1,False,226.9,95.0,2.39,19.81,1.05,14.29
2755,107,no,no,0,10.7,3,2.89,0,False,206.2,88.33,2.33,21.4,0.0,0.0
2756,123,no,no,0,12.5,1,3.38,2,False,114.6,98.0,1.17,13.04,2.04,200.0
2757,35,no,no,0,5.8,7,1.57,2,False,249.3,81.0,3.08,22.46,2.47,28.57
2758,74,no,no,0,12.0,3,3.24,0,False,218.33,124.33,1.76,20.42,0.0,0.0
2759,130,no,no,0,12.6,9,3.4,1,False,141.73,119.0,1.19,13.43,0.84,11.11
2760,137,yes,no,0,14.2,4,3.83,0,True,225.8,89.33,2.53,22.4,0.0,0.0
2761,88,no,no,0,10.5,7,2.84,1,False,196.27,110.33,1.78,18.89,0.91,14.29
2762,80,no,no,0,9.5,4,2.57,3,False,128.3,89.33,1.44,10.11,3.36,75.0
2763,116,no,yes,19,8.2,2,2.21,3,False,177.93,112.67,1.58,16.97,2.66,150.0
2764,123,no,yes,23,14.9,3,4.02,2,False,249.9,100.33,2.49,24.99,1.99,66.67
2765,120,no,no,0,10.7,3,2.89,1,False,165.3,108.0,1.53,15.1,0.93,33.33
2766,146,yes,no,0,10.5,6,2.84,1,False,213.4,101.0,2.11,18.41,0.99,16.67
2767,106,no,yes,9,8.2,4,2.21,3,False,164.4,98.33,1.67,15.42,3.05,75.0
2768,121,no,yes,44,12.0,2,3.24,1,False,170.97,101.0,1.69,14.53,0.99,50.0
2769,137,no,no,0,9.1,2,2.46,1,False,180.57,84.0,2.15,16.38,1.19,50.0
2770,84,no,yes,30,5.7,3,1.54,2,False,173.6,78.0,2.23,15.26,2.56,66.67
2771,67,no,yes,31,13.2,6,3.56,1,False,198.07,80.0,2.48,18.87,1.25,16.67
2772,161,no,no,0,5.9,2,1.59,4,True,168.47,99.67,1.69,16.4,4.01,200.0
2773,134,no,yes,34,6.1,5,1.65,2,True,219.67,104.67,2.1,23.19,1.91,40.0
2774,62,yes,yes,32,13.2,3,3.56,0,True,215.77,120.67,1.79,21.97,0.0,0.0
2775,120,no,yes,24,9.0,13,2.43,1,False,209.6,93.33,2.25,22.05,1.07,7.69
2776,130,no,yes,30,7.4,7,2.0,0,False,197.43,120.33,1.64,19.92,0.0,0.0
2777,20,no,no,0,12.3,6,3.32,2,False,237.77,81.67,2.91,21.86,2.45,33.33
2778,68,no,no,0,10.3,3,2.78,1,False,189.57,108.33,1.75,17.97,0.92,33.33
2779,112,no,no,0,8.5,4,2.3,0,False,199.87,117.33,1.7,20.53,0.0,0.0
2780,77,no,no,0,11.3,4,3.05,3,False,226.73,91.33,2.48,20.77,3.28,75.0
2781,109,no,no,0,9.0,3,2.43,2,False,218.83,81.0,2.7,21.38,2.47,66.67
2782,108,no,no,0,11.6,3,3.13,3,False,203.07,100.0,2.03,19.79,3.0,100.0
2783,79,no,yes,17,9.1,2,2.46,1,False,207.83,107.0,1.94,19.6,0.93,50.0
2784,119,no,no,0,10.9,3,2.94,3,True,237.83,86.33,2.75,23.91,3.48,100.0
2785,38,no,no,0,9.2,3,2.48,5,True,175.13,105.0,1.67,18.03,4.76,166.67
2786,109,no,yes,29,9.0,6,2.43,6,True,199.8,105.33,1.9,17.14,5.7,100.0
2787,78,no,no,0,10.8,6,2.92,1,False,167.93,93.0,1.81,14.08,1.08,16.67
2788,134,no,no,0,7.2,2,1.94,0,False,230.33,114.33,2.01,23.83,0.0,0.0
2789,47,no,yes,27,7.7,4,2.08,2,False,192.23,100.67,1.91,17.22,1.99,50.0
2790,59,no,yes,27,9.1,3,2.46,0,False,131.63,94.0,1.4,12.61,0.0,0.0
2791,151,no,no,0,5.5,3,1.49,0,False,237.37,97.0,2.45,22.7,0.0,0.0
2792,129,no,no,0,11.1,4,3.0,1,False,162.47,123.67,1.31,13.01,0.81,25.0
2793,107,no,yes,27,14.4,7,3.89,2,False,249.6,106.33,2.35,26.03,1.88,28.57
2794,137,yes,no,0,10.9,3,2.94,0,True,225.9,109.67,2.06,24.2,0.0,0.0
2795,76,no,no,0,9.3,2,2.51,1,False,165.7,97.67,1.7,14.05,1.02,50.0
2796,24,no,no,0,16.2,2,4.37,0,False,178.97,132.33,1.35,19.41,0.0,0.0
2797,169,no,no,0,10.0,4,2.7,2,False,168.37,86.33,1.95,16.6,2.32,50.0
2798,30,no,no,0,10.2,8,2.75,1,False,160.17,88.33,1.81,11.85,1.13,12.5
2799,70,no,no,0,9.4,3,2.54,3,False,187.57,101.67,1.84,19.14,2.95,100.0
2800,52,yes,no,0,11.0,2,2.97,0,True,213.33,83.67,2.55,22.7,0.0,0.0
2801,3,no,no,0,6.1,3,1.65,4,False,225.3,98.0,2.3,19.27,4.08,133.33
2802,38,no,no,0,14.4,2,3.89,2,False,176.47,105.67,1.67,15.61,1.89,100.0
2803,104,no,no,0,10.6,8,2.86,3,False,191.3,91.33,2.09,21.37,3.28,37.5
2804,27,no,no,0,9.1,4,2.46,1,False,170.27,108.67,1.57,13.82,0.92,25.0
2805,166,yes,yes,28,11.4,5,3.08,1,False,185.97,91.33,2.04,19.08,1.09,20.0
2806,13,no,no,0,13.6,8,3.67,2,False,230.3,97.0,2.37,22.36,2.06,25.0
2807,52,no,no,0,11.8,4,3.19,2,False,167.87,98.67,1.7,18.63,2.03,50.0
2808,114,no,yes,25,11.6,5,3.13,1,False,198.7,99.0,2.01,18.18,1.01,20.0
2809,156,no,no,0,3.5,3,0.95,1,False,173.1,101.33,1.71,16.1,0.99,33.33
2810,90,no,yes,42,11.1,4,3.0,0,False,223.67,82.67,2.71,21.63,0.0,0.0
2811,62,no,no,0,10.8,5,2.92,2,False,157.97,107.67,1.47,16.39,1.86,40.0
2812,82,no,yes,33,11.0,6,2.97,2,False,213.8,97.67,2.19,18.5,2.05,33.33
2813,52,no,no,0,12.3,4,3.32,3,False,176.77,90.0,1.96,15.24,3.33,75.0
2814,146,no,no,0,10.7,6,2.89,1,False,182.53,83.0,2.2,15.88,1.2,16.67
2815,120,no,yes,23,7.2,5,1.94,2,False,242.37,105.0,2.31,23.55,1.9,40.0
2816,130,no,no,0,18.3,6,4.94,1,True,215.17,105.0,2.05,23.16,0.95,16.67
2817,90,no,no,0,11.4,9,3.08,1,False,132.93,88.33,1.5,11.13,1.13,11.11
2818,147,yes,no,0,10.1,4,2.73,1,False,153.17,103.33,1.48,16.75,0.97,25.0
2819,159,no,no,0,10.3,3,2.78,0,True,150.43,84.33,1.78,15.66,0.0,0.0
2820,74,no,yes,27,13.2,2,3.56,4,False,208.7,119.33,1.75,18.42,3.35,200.0
2821,130,no,no,0,5.7,5,1.54,0,False,210.47,90.0,2.34,22.24,0.0,0.0
2822,155,yes,no,0,11.2,3,3.02,0,False,183.73,104.33,1.76,18.95,0.0,0.0
2823,87,no,no,0,16.6,4,4.48,2,False,172.93,88.33,1.96,18.54,2.26,50.0
2824,81,no,no,0,13.1,5,3.54,0,True,249.57,69.33,3.6,27.91,0.0,0.0
2825,99,no,no,0,14.3,9,3.86,2,False,162.43,112.67,1.44,15.53,1.78,22.22
2826,131,no,no,0,10.2,11,2.75,2,False,197.0,112.0,1.76,19.37,1.79,18.18
2827,89,no,no,0,10.3,4,2.78,5,True,186.07,79.67,2.34,16.61,6.28,125.0
2828,123,yes,no,0,6.3,6,1.7,4,True,168.77,110.33,1.53,14.55,3.63,66.67
2829,130,no,yes,26,12.6,4,3.4,1,False,228.5,116.0,1.97,23.99,0.86,25.0
2830,99,no,no,0,10.5,6,2.84,1,False,146.8,85.0,1.73,13.75,1.18,16.67
2831,36,no,no,0,9.9,3,2.67,1,False,211.9,119.67,1.77,19.73,0.84,33.33
2832,87,no,no,0,7.5,5,2.03,3,False,184.67,101.67,1.82,15.8,2.95,60.0
2833,139,no,no,0,11.6,9,3.13,2,False,187.97,123.0,1.53,21.85,1.63,22.22
2834,189,no,no,0,11.7,7,3.16,1,False,164.6,88.67,1.86,18.48,1.13,14.29
2835,96,no,yes,33,10.4,15,2.81,3,False,187.37,95.33,1.97,18.75,3.15,20.0
2836,112,no,no,0,10.3,5,2.78,2,False,165.0,99.33,1.66,14.5,2.01,40.0
2837,75,no,no,0,14.3,3,3.86,1,False,218.13,95.0,2.3,21.34,1.05,33.33
2838,178,no,yes,35,10.5,3,2.84,2,False,168.03,82.33,2.04,17.4,2.43,66.67
2839,112,no,no,0,14.2,2,3.83,2,True,262.27,97.0,2.7,25.75,2.06,100.0
2840,108,no,yes,41,10.8,7,2.92,0,False,163.7,97.0,1.69,16.33,0.0,0.0
2841,100,no,no,0,14.0,8,3.78,0,False,151.57,102.0,1.49,13.11,0.0,0.0
2842,121,no,yes,20,9.4,2,2.54,0,False,221.83,112.33,1.97,21.68,0.0,0.0
2843,116,no,no,0,10.0,6,2.7,1,False,156.53,94.33,1.66,12.31,1.06,16.67
2844,161,no,no,0,11.5,4,3.11,1,False,176.2,81.0,2.18,18.0,1.23,25.0
2845,19,yes,no,0,4.5,4,1.22,0,False,209.0,104.67,2.0,22.07,0.0,0.0
2846,104,no,no,0,10.1,4,2.73,1,False,220.27,104.67,2.1,21.49,0.96,25.0
2847,119,yes,yes,32,12.2,4,3.29,0,False,204.5,95.0,2.15,19.2,0.0,0.0
2848,125,no,no,0,8.0,2,2.16,0,False,189.2,98.0,1.93,19.8,0.0,0.0
2849,156,no,no,0,7.7,4,2.08,1,False,201.63,121.33,1.66,21.4,0.82,25.0
2850,109,no,no,0,10.0,5,2.7,2,False,178.7,110.0,1.62,16.64,1.82,40.0
2851,95,no,no,0,8.2,3,2.21,2,False,169.4,101.33,1.67,15.91,1.97,66.67
2852,90,no,no,0,4.6,4,1.24,1,False,180.93,105.0,1.72,15.76,0.95,25.0
2853,105,no,yes,21,8.7,3,2.35,2,False,203.9,82.67,2.47,17.93,2.42,66.67
2854,101,no,no,0,10.6,4,2.86,1,False,229.1,107.67,2.13,22.0,0.93,25.0
2855,95,no,no,0,8.1,2,2.19,1,False,203.63,110.67,1.84,18.86,0.9,50.0
2856,123,no,no,0,10.0,4,2.7,0,False,189.3,99.67,1.9,18.87,0.0,0.0
2857,160,no,no,0,5.6,2,1.51,1,False,217.57,103.67,2.1,21.59,0.96,50.0
2858,141,no,yes,28,7.4,3,2.0,1,False,236.23,118.0,2.0,26.77,0.85,33.33
2859,87,no,no,0,11.5,3,3.11,0,False,103.8,125.67,0.83,7.99,0.0,0.0
2860,81,no,no,0,11.8,6,3.19,2,False,216.53,86.0,2.52,20.11,2.33,33.33
2861,75,no,yes,19,13.1,3,3.54,4,False,222.6,93.0,2.39,22.0,4.3,133.33
2862,126,no,yes,24,12.1,6,3.27,0,False,174.43,96.0,1.82,14.38,0.0,0.0
2863,28,no,no,0,9.7,3,2.62,3,False,228.03,101.33,2.25,22.36,2.96,100.0
2864,153,no,no,0,12.5,2,3.38,0,False,197.57,115.67,1.71,20.57,0.0,0.0
2865,97,no,yes,32,8.6,6,2.32,2,True,183.83,102.33,1.8,15.71,1.95,33.33
2866,115,no,no,0,11.1,4,3.0,2,False,150.2,102.0,1.47,14.29,1.96,50.0
2867,95,no,no,0,11.2,6,3.02,1,False,209.43,84.33,2.48,21.37,1.19,16.67
2868,17,yes,no,0,13.6,3,3.67,0,True,241.7,101.0,2.39,20.72,0.0,0.0
2869,105,no,yes,20,8.9,2,2.4,1,False,259.3,103.0,2.52,22.87,0.97,50.0
2870,121,no,no,0,9.1,9,2.46,2,False,164.63,97.33,1.69,14.46,2.05,22.22
2871,125,no,no,0,11.3,2,3.05,2,False,204.83,96.33,2.13,20.94,2.08,100.0
2872,124,no,no,0,9.2,2,2.48,2,False,141.47,99.33,1.42,14.27,2.01,100.0
2873,35,no,no,0,6.9,5,1.86,2,False,172.93,81.0,2.13,16.13,2.47,40.0
2874,134,no,no,0,12.3,10,3.32,0,True,256.4,102.67,2.5,26.89,0.0,0.0
2875,123,no,yes,32,6.6,2,1.78,3,False,224.17,80.0,2.8,22.29,3.75,150.0
2876,124,no,no,0,10.4,6,2.81,3,False,233.07,96.33,2.42,22.65,3.11,50.0
2877,133,no,no,0,6.5,3,1.76,2,False,187.03,92.33,2.03,18.29,2.17,66.67
2878,185,no,yes,19,9.6,6,2.59,0,False,201.8,108.0,1.87,19.07,0.0,0.0
2879,1,no,yes,26,10.0,2,2.7,1,False,164.4,82.67,1.99,15.81,1.21,50.0
2880,107,no,no,0,9.8,5,2.65,1,False,164.2,122.0,1.35,19.61,0.82,20.0
2881,91,no,yes,20,6.2,3,1.67,1,False,187.07,100.67,1.86,18.21,0.99,33.33
2882,178,yes,no,0,11.4,2,3.08,2,True,177.97,108.33,1.64,15.08,1.85,100.0
2883,123,no,no,0,9.8,11,2.65,1,False,228.67,88.0,2.6,22.18,1.14,9.09
2884,170,no,no,0,8.7,4,2.35,1,True,237.73,95.0,2.5,24.84,1.05,25.0
2885,135,no,no,0,8.4,2,2.27,1,False,194.73,84.33,2.31,18.87,1.19,50.0
2886,85,no,no,0,9.9,3,2.67,1,False,198.13,95.67,2.07,18.46,1.05,33.33
2887,134,no,yes,50,11.1,4,3.0,2,False,159.47,113.67,1.4,17.65,1.76,50.0
2888,148,no,yes,36,10.9,2,2.94,1,False,180.1,105.33,1.71,14.1,0.95,50.0
2889,93,no,no,0,8.4,6,2.27,1,True,217.97,112.33,1.94,24.27,0.89,16.67
2890,138,no,no,0,11.6,1,3.13,0,False,170.33,98.0,1.74,19.63,0.0,0.0
2891,159,no,no,0,12.2,5,3.29,0,False,188.8,102.33,1.85,15.85,0.0,0.0
2892,103,no,yes,34,11.8,7,3.19,1,False,154.87,88.33,1.75,14.65,1.13,14.29
2893,150,no,yes,27,7.2,6,1.94,0,False,205.43,101.0,2.03,20.06,0.0,0.0
2894,37,no,no,0,14.7,2,3.97,3,False,206.5,113.67,1.82,18.22,2.64,150.0
2895,33,yes,no,0,6.4,4,1.73,0,False,146.97,101.67,1.45,15.49,0.0,0.0
2896,55,no,no,0,9.1,4,2.46,1,False,193.3,89.0,2.17,21.5,1.12,25.0
2897,134,no,yes,32,16.6,3,4.48,0,False,150.33,111.67,1.35,12.78,0.0,0.0
2898,107,no,no,0,5.6,5,1.51,2,False,155.87,98.33,1.59,13.56,2.03,40.0
2899,80,no,yes,36,3.8,4,1.03,1,False,220.6,112.67,1.96,21.28,0.89,25.0
2900,78,no,no,0,7.9,5,2.13,1,True,180.37,117.0,1.54,15.44,0.85,20.0
2901,85,no,yes,17,9.3,7,2.51,4,True,162.9,93.0,1.75,14.18,4.3,57.14
2902,61,no,yes,15,10.0,3,2.7,2,False,233.27,104.0,2.24,23.52,1.92,66.67
2903,97,no,yes,32,6.7,4,1.81,5,False,218.67,84.0,2.6,21.07,5.95,125.0
2904,136,yes,no,0,10.4,9,2.81,2,False,175.23,112.67,1.56,17.42,1.78,22.22
2905,135,no,no,0,3.8,9,1.03,3,False,158.57,88.67,1.79,15.41,3.38,33.33
2906,87,no,yes,19,0.0,0,0.0,1,False,200.8,96.33,2.08,18.44,1.04,inf
2907,165,no,no,0,12.8,1,3.46,0,False,211.13,81.33,2.6,21.88,0.0,0.0
2908,148,no,no,0,7.9,2,2.13,2,True,253.9,96.67,2.63,25.75,2.07,100.0
2909,99,no,no,0,7.7,2,2.08,2,False,161.6,115.33,1.4,15.85,1.73,100.0
2910,123,no,no,0,9.1,2,2.46,2,False,172.4,88.67,1.94,17.54,2.26,100.0
2911,127,yes,no,0,13.0,3,3.51,1,False,211.77,103.33,2.05,23.18,0.97,33.33
2912,151,no,no,0,4.3,3,1.16,0,False,159.07,90.67,1.75,16.75,0.0,0.0
2913,185,no,no,0,10.8,4,2.92,1,False,182.63,95.33,1.92,17.37,1.05,25.0
2914,65,no,yes,34,12.5,4,3.38,4,False,188.5,104.0,1.81,19.08,3.85,100.0
2915,58,no,no,0,14.4,2,3.89,4,False,205.87,107.33,1.92,21.34,3.73,200.0
2916,104,no,no,0,10.5,6,2.84,2,False,153.3,90.67,1.69,13.75,2.21,33.33
2917,44,no,no,0,8.3,3,2.24,0,False,211.23,112.0,1.89,20.12,0.0,0.0
